WB_id	symbol	sequence	live_dead	type	logFC	logCPM	PValue	FDR
1394	WBGene00002011	hsp-12.2	C14B9.1	Live	protein_coding_gene	-0.142723340196042	5.10927188552934	0.358467299333562	1
1395	WBGene00002012	hsp-12.3	F38E11.1	Live	protein_coding_gene	-0.15922083504421	2.13787905642317	0.734643084584422	1
1396	WBGene00002013	hsp-12.6	F38E11.2	Live	protein_coding_gene	-1.18575842374753	1.11027574356986	0.124545663618744	1
1397	WBGene00002015	hsp-16.1	T27E4.8	Live	protein_coding_gene	-0.0109324714009704	5.72601419410908	0.986537575886654	1
1398	WBGene00002016	hsp-16.2	Y46H3A.3	Live	protein_coding_gene	-0.261906804008411	3.70386342290315	0.667006336165173	1
1399	WBGene00002017	hsp-16.11	T27E4.2	Live	protein_coding_gene	-0.0947228328842536	5.72638375721781	0.87845873914039	1
1400	WBGene00002018	hsp-16.41	Y46H3A.2	Live	protein_coding_gene	-0.196181542805917	3.16336505801035	0.759136022745048	1
1401	WBGene00002019	hsp-16.48	T27E4.3	Live	protein_coding_gene	-0.0484196484254445	5.53440497754114	0.931828107861663	1
1402	WBGene00002020	hsp-16.49	T27E4.9	Live	protein_coding_gene	-0.0360229723502128	5.52353340053604	0.952720593655067	1
1403	WBGene00002021	hsp-17	F52E1.7	Live	protein_coding_gene	-0.166022058978068	4.47008617140552	0.362446626884162	1
1404	WBGene00002023	hsp-25	C09B8.6	Live	protein_coding_gene	-0.147444433675516	5.38719728631457	0.13826155190617	1
1405	WBGene00002024	hsp-43	C14F11.5	Live	protein_coding_gene	-0.107299491977527	5.87522487399149	0.289429445544925	1
1406	WBGene00002025	hsp-60	Y22D7AL.5	Live	protein_coding_gene	-0.209852435396528	7.2389492274479	0.0676237579551445	1
1407	WBGene00002026	hsp-70	C12C8.1	Live	protein_coding_gene	-0.250956381153353	1.99774846618539	0.711995032022688	1
1408	WBGene00002027	hsr-9	T05F1.6	Live	protein_coding_gene	-0.0109677476641329	7.53934533844631	0.897844505677347	1
1409	WBGene00002028	hst-1	F08B4.6	Live	protein_coding_gene	0.00405449714280649	5.04658339084293	0.961350063799376	1
1410	WBGene00002029	hst-2	C34F6.4	Live	protein_coding_gene	0.264895582892192	2.80253837981559	0.121126054950389	1
1411	WBGene00002030	hst-3.1	F40H3.5	Live	protein_coding_gene	-0.353117792411503	2.37669610854521	0.0961757115268928	1
1412	WBGene00002031	hst-6	Y34B4A.3	Live	protein_coding_gene	-0.00470807015268103	3.16825274675831	0.965296887149817	1
1413	WBGene00002032	htp-1	F41H10.10	Live	protein_coding_gene	0.0590412477885711	2.06719469021506	0.791991490316459	1
1414	WBGene00002033	htp-2	Y73B6BL.2	Live	protein_coding_gene	0.618077749291257	1.34389680582095	0.0208957713560888	0.877622396955728
1415	WBGene00002034	htp-3	F57C9.5	Live	protein_coding_gene	0.429132319654759	2.85033691869692	0.027609065144219	0.975476573853867
1416	WBGene00002035	hum-1	F29D10.4	Live	protein_coding_gene	0.00794402183766852	6.31322116748373	0.951946486035006	1
1417	WBGene00002036	hum-2	F36D4.3	Live	protein_coding_gene	0.0654910169417751	7.46834148673516	0.655557102217886	1
1418	WBGene00002037	hum-4	F46C3.3	Live	protein_coding_gene	0.0153562500396688	6.19916099385081	0.894672137690629	1
1419	WBGene00002038	hum-5	T02C12.1	Live	protein_coding_gene	-0.0697313065978065	7.1682826160766	0.530839137560759	1
1420	WBGene00002039	hum-6	T10H10.1	Live	protein_coding_gene	-0.0269844352924571	6.53832768127495	0.825581109783855	1
1421	WBGene00002040	hum-7	F56A6.2	Live	protein_coding_gene	0.0329960731485605	5.66478867287556	0.753925682105194	1
1422	WBGene00002041	hum-8	Y66H1A.6	Live	protein_coding_gene	-0.0437253349161654	5.99244075000288	0.653450083968587	1
1423	WBGene00002042	hus-1	H26D21.1	Live	protein_coding_gene	-0.222908115632926	2.41734703899767	0.212205771812117	1
1424	WBGene00002043	hyl-1	C09G4.1	Live	protein_coding_gene	-0.0803944871702041	4.39958871883371	0.607988129157786	1
1425	WBGene00002044	hyl-2	K02G10.6	Live	protein_coding_gene	0.00978438716172416	5.72897378201566	0.931191262929738	1
1426	WBGene00002045	icd-1	C56C10.8	Live	protein_coding_gene	0.0266315144127496	9.8894282360331	0.763695919937909	1
1427	WBGene00002046	icln-1	C01F6.8	Live	protein_coding_gene	-0.0882890907473824	5.08755331673203	0.403888190241796	1
1428	WBGene00002047	icp-1	Y39G10AR.13	Live	protein_coding_gene	-0.203217124196566	5.03821602160716	0.209283105293062	1
1429	WBGene00002048	ida-1	B0244.2	Live	protein_coding_gene	0.0712971937729337	8.94717637900258	0.516413042752142	1
1430	WBGene00002050	ifa-1	F38B2.1	Live	protein_coding_gene	0.184075811554732	7.44627298913189	0.298209020983645	1
1431	WBGene00002051	ifa-3	F52E10.5	Live	protein_coding_gene	-0.00335166955385866	1.4710729312165	1	1
1432	WBGene00002052	ifa-4	K05B2.3	Live	protein_coding_gene	-0.0297322221940669	5.12864102599847	0.809682790210292	1
1433	WBGene00002053	ifb-1	F10C1.2	Live	protein_coding_gene	0.0274468968464922	8.08974268088025	0.811879884949671	1
1434	WBGene00002054	ifb-2	F10C1.7	Live	protein_coding_gene	0.206569533907001	9.51850054385715	0.0507065058581803	1
1435	WBGene00002055	ifc-1	F37B4.2	Live	protein_coding_gene	-0.228735422857119	8.4453946203073	0.0983762448372347	1
1436	WBGene00002056	ifc-2	M6.1	Live	protein_coding_gene	0.106198638551306	8.65178281590945	0.292012469411614	1
1437	WBGene00002057	ifd-1	R04E5.10	Live	protein_coding_gene	-0.0416842113621786	5.65247888967808	0.740464595319224	1
1438	WBGene00002058	ifd-2	F25E2.4	Live	protein_coding_gene	-0.270216825508836	4.19027912198242	0.1014178536038	1
1439	WBGene00002059	ife-1	F53A2.6	Live	protein_coding_gene	0.0482106061136035	6.99302259213524	0.61596591025283	1
1440	WBGene00002060	ife-2	R04A9.4	Live	protein_coding_gene	-0.141643256094939	5.66755721490976	0.161997178892424	1
1441	WBGene00002061	ife-3	B0348.6	Live	protein_coding_gene	-0.0459336354070515	5.76536479572688	0.61416797656291	1
1442	WBGene00002062	ife-4	C05D9.5	Live	protein_coding_gene	0.0230854027982705	2.82077901990948	0.925262177444667	1
1443	WBGene00002063	ife-5	Y57A10A.30	Live	protein_coding_gene	0.120916474766824	2.83567354380859	0.540990026532686	1
1444	WBGene00002064	iff-1	T05G5.10	Live	protein_coding_gene	0.184436935959529	3.45944163999016	0.472974942758929	1
1445	WBGene00002065	iff-2	F54C9.1	Live	protein_coding_gene	0.0507225980184282	10.0531799278122	0.552080258322607	1
1446	WBGene00002066	ifg-1	M110.4	Live	protein_coding_gene	-0.0751850717320372	8.74249108819657	0.501397081644475	1
1447	WBGene00002067	ifp-1	C43C3.1	Live	protein_coding_gene	-0.00222712545833437	7.15126584173085	0.987600444640704	1
1448	WBGene00002068	ify-1	C27A2.3	Live	protein_coding_gene	-0.0266552018959926	3.52550280189808	0.935528418843066	1
1449	WBGene00002069	ikb-1	C04F12.3	Live	protein_coding_gene	0.205809707152339	5.91817882081169	0.0657023990890662	1
1450	WBGene00002070	ile-1	K07A1.8	Live	protein_coding_gene	-0.0155966591615573	6.36781331794758	0.883175169889881	1
1451	WBGene00002071	ile-2	T04G9.3	Live	protein_coding_gene	-0.0728256297556	5.55844664994899	0.505281348917703	1
1452	WBGene00002072	ima-1	T19B10.7	Live	protein_coding_gene	0.081798057518119	5.14816750481898	0.373603051684106	1
1453	WBGene00002073	ima-2	F26B1.3	Live	protein_coding_gene	-0.0713353957339625	5.75421947888996	0.606210418730168	1
1454	WBGene00002074	ima-3	F32E10.4	Live	protein_coding_gene	-0.0535364973033023	8.85578676748663	0.553886949678229	1
1455	WBGene00002075	imb-1	F28B3.8	Live	protein_coding_gene	0.0482795961836202	6.18993235576085	0.611528671386869	1
1456	WBGene00002076	imb-2	R06A4.4	Live	protein_coding_gene	-0.00791001864508331	6.93702122790487	0.938169050949582	1
1457	WBGene00002077	imb-3	C53D5.6	Live	protein_coding_gene	0.124894076363861	8.76948196763183	0.285996208334145	1
1458	WBGene00002078	xpo-1	ZK742.1	Live	protein_coding_gene	0.0222767580182176	9.46351305704396	0.85162277400512	1
1459	WBGene00002079	xpo-2	Y48G1A.5	Live	protein_coding_gene	-0.0650583439665668	5.82637793721038	0.582942704253156	1
1460	WBGene00002080	xpo-3	C49H3.10	Live	protein_coding_gene	-0.0120675180573943	5.82309552565196	0.925775186159752	1
1461	WBGene00002081	ina-1	F54G8.3	Live	protein_coding_gene	0.0570785936424523	6.23650061027313	0.565631442065059	1
1462	WBGene00002083	inf-1	F57B9.6	Live	protein_coding_gene	-0.0706377769044214	8.48919262299082	0.612832422566265	1
1463	WBGene00002084	ins-1	F13B12.5	Live	protein_coding_gene	-0.0139722127007763	5.00398595939466	0.91089093371033	1
1464	WBGene00002086	ins-3	ZK75.3	Live	protein_coding_gene	-0.00125255959661986	2.90982014575367	1	1
1465	WBGene00002087	ins-4	ZK75.1	Live	protein_coding_gene	0.192777414262297	0.818920791382229	0.731306381794203	1
1466	WBGene00002088	ins-5	ZK84.3	Live	protein_coding_gene	0.398485573630177	2.16364869098199	0.381539242322035	1
1467	WBGene00002089	ins-6	ZK84.6	Live	protein_coding_gene	0.0153012933432284	1.91230391388757	1	1
1468	WBGene00002092	ins-9	C06E2.8	Live	protein_coding_gene	-1.00360233366604	-0.660733293537526	0.462178531747218	1
1469	WBGene00002093	ins-10	T08G5.12	Live	protein_coding_gene	0.00770674901327698	1.58231410351372	1	1
1470	WBGene00002097	ins-14	F41G3.16	Live	protein_coding_gene	-0.155724044889348	1.35685580380791	0.515048836488205	1
1471	WBGene00002100	ins-17	F56F3.6	Live	protein_coding_gene	-0.0205531675136981	6.55281578112406	0.866772391737622	1
1472	WBGene00002101	ins-18	T28B8.2	Live	protein_coding_gene	-0.113311874068383	1.47173070059465	0.664489659869913	1
1473	WBGene00002105	ins-22	M04D8.2	Live	protein_coding_gene	-0.0534320051549764	1.59206160248048	0.795077110476122	1
1474	WBGene00002107	ins-24	ZC334.3	Live	protein_coding_gene	0.224997305583149	2.95491941688229	0.40678724494868	1
1475	WBGene00002108	ins-25	ZC334.8	Live	protein_coding_gene	0.0780764000109426	1.91971584697041	0.754124504179334	1
1476	WBGene00002109	ins-26	ZC334.1	Live	protein_coding_gene	0.108120962508192	3.26898904575933	0.770398295923075	1
1477	WBGene00002110	ins-27	ZC334.11	Live	protein_coding_gene	-0.00242298725782255	4.20254716158031	1	1
1478	WBGene00002111	ins-28	ZC334.9	Live	protein_coding_gene	-0.0465488735226477	0.362346134427158	0.953941657419723	1
1479	WBGene00002112	ins-29	ZC334.10	Live	protein_coding_gene	0.274389660010482	2.18887489940636	0.148919829578116	1
1480	WBGene00002113	ins-30	ZC334.2	Live	protein_coding_gene	0.0244080844577779	4.08851026664433	0.941339853877123	1
1481	WBGene00002116	ins-33	W09C5.4	Live	protein_coding_gene	0.438435422245128	1.07426132426768	1	1
1482	WBGene00002118	ins-35	K02E2.4	Live	protein_coding_gene	-0.221673639844576	2.67256926801234	0.426276725221051	1
1483	WBGene00002123	inx-1	C16E9.4	Live	protein_coding_gene	-0.0828129533466294	6.6775768911706	0.395476843686141	1
1484	WBGene00002124	inx-2	F08G12.10	Live	protein_coding_gene	0.151903543996307	2.50423483600403	0.561749334707375	1
1485	WBGene00002125	inx-3	F22F4.2	Live	protein_coding_gene	0.130709820037155	5.29075302013558	0.509882177819614	1
1486	WBGene00002127	inx-5	R09F10.4	Live	protein_coding_gene	-0.0151727508554954	6.62120535698137	0.885513477558201	1
1487	WBGene00002128	inx-6	C36H8.2	Live	protein_coding_gene	0.251191066491848	5.93037919880469	0.0805422298815633	1
1488	WBGene00002129	inx-7	K02B2.4	Live	protein_coding_gene	0.0259630222104443	4.7459641161504	0.788245534183333	1
1489	WBGene00002132	inx-10	T18H9.5	Live	protein_coding_gene	0.104291505367807	5.45569598160618	0.256777581519735	1
1490	WBGene00002133	inx-11	W04D2.3	Live	protein_coding_gene	-0.134882091552143	3.84363064233282	0.266788482407429	1
1491	WBGene00002134	inx-12	ZK770.3	Live	protein_coding_gene	-0.0612159130530984	6.36294914535936	0.575552741361732	1
1492	WBGene00002135	inx-13	Y8G1A.2	Live	protein_coding_gene	-0.129673753027963	6.40755894994961	0.239426299478513	1
1493	WBGene00002136	inx-14	F07A5.1	Live	protein_coding_gene	0.241495571442563	1.83746206810819	0.331447440937295	1
1494	WBGene00002137	inx-15	R12E2.9	Live	protein_coding_gene	0.0205596628535953	6.22644387485662	0.843834340997608	1
1495	WBGene00002138	inx-16	R12E2.5	Live	protein_coding_gene	0.0759837110349294	5.92691743741486	0.512317743532113	1
1496	WBGene00002139	inx-17	R12E2.4	Live	protein_coding_gene	-0.0391997909956203	5.30694234775229	0.721574911004173	1
1497	WBGene00002140	inx-18	C18H7.2	Live	protein_coding_gene	-0.0507801722246561	3.70592244854235	0.755886326797974	1
1498	WBGene00002141	inx-19	T16H5.1	Live	protein_coding_gene	-0.177761097231995	2.37561097407832	0.319425043220915	1
1499	WBGene00002142	inx-20	T23H4.1	Live	protein_coding_gene	-0.171307740464139	2.3019636157824	0.449786019847108	1
1500	WBGene00002143	inx-21	Y47G6A.1	Live	protein_coding_gene	0.686366528812177	0.672379330563508	0.0243678916558854	0.93095838328613
1501	WBGene00002144	inx-22	Y47G6A.2	Live	protein_coding_gene	-0.0563920699093125	0.826171419460271	0.886240280095158	1
1502	WBGene00002146	ipp-5	C09B8.1	Live	protein_coding_gene	0.0489680942730207	4.93984687304581	0.675061634944397	1
1503	WBGene00002147	ire-1	C41C4.4	Live	protein_coding_gene	0.631874121408895	6.40868014969916	5.76860980081487e-14	2.06545073918176e-10
1504	WBGene00002148	gon-14	F44C4.4	Live	protein_coding_gene	-0.0148015835606206	6.02966396077617	0.874860451651924	1
1505	WBGene00002149	irk-1	R03E9.4	Live	protein_coding_gene	0.0746779412888553	2.99793790098965	0.683438513352244	1
1506	WBGene00002150	irk-2	M02A10.2	Live	protein_coding_gene	0.109432190388696	1.55813235139526	0.677963344720012	1
1507	WBGene00002151	irk-3	K04G11.5	Live	protein_coding_gene	0.0266810814349849	3.90604176792193	0.888863139004503	1
1508	WBGene00002152	iars-1	R11A8.6	Live	protein_coding_gene	0.203259444576616	8.33495847337818	0.11889582227067	1
1509	WBGene00002153	iars-2	C25A1.7	Live	protein_coding_gene	0.0862855845615381	5.75022811294135	0.371134705181321	1
1510	WBGene00002162	isp-1	F42G8.12	Live	protein_coding_gene	0.0431683551295477	8.53189227704543	0.662106157866711	1
1511	WBGene00002163	ist-1	C54D1.3	Live	protein_coding_gene	-0.0917390869193527	6.45866383811089	0.394813386702597	1
1512	WBGene00002169	isw-1	F37A4.8	Live	protein_coding_gene	0.0637250625846681	6.54791707679923	0.489581813543594	1
1513	WBGene00002173	itr-1	F33D4.2	Live	protein_coding_gene	0.0456721914574645	8.4779974955463	0.669526612731512	1
1514	WBGene00002174	itx-1	W03D8.6	Live	protein_coding_gene	0.01378648141905	6.53311315392854	0.899796010368348	1
1515	WBGene00002175	jac-1	Y105C5B.21	Live	protein_coding_gene	-0.133193285408104	6.06271975390791	0.197141825801906	1
1516	WBGene00002176	jip-1	F56D12.4	Live	protein_coding_gene	-0.210372409803819	3.84804518253832	0.0686360277693899	1
1517	WBGene00002177	jkk-1	F35C8.3	Live	protein_coding_gene	0.00432267411947429	2.74834437886518	1	1
1518	WBGene00002178	jnk-1	B0478.1	Live	protein_coding_gene	-0.0804209648535878	4.09622971301772	0.5189954203601	1
1519	WBGene00002179	jph-1	T22C1.7	Live	protein_coding_gene	-0.0851508091949811	7.77538339681662	0.332594268576616	1
1520	WBGene00002180	jtr-1	Y77E11A.4	Live	protein_coding_gene	-0.116353955081222	3.65560255768687	0.463551576356305	1
1521	WBGene00002181	kal-1	K03D10.1	Live	protein_coding_gene	-0.157111314591114	4.90167524649701	0.225320240503518	1
1522	WBGene00002182	kap-1	F08F8.3	Live	protein_coding_gene	-0.215548637177591	2.39174317102378	0.249282767755632	1
1523	WBGene00002183	kat-1	T02G5.8	Live	protein_coding_gene	-0.0145086949841977	7.32196808083505	0.884708937420893	1
1524	WBGene00002184	kel-1	C47D12.7	Live	protein_coding_gene	0.0155951127042373	3.88563118019728	0.93424730012071	1
1525	WBGene00002185	kel-3	T27E9.4	Live	protein_coding_gene	-0.015416633171599	4.62773862038447	0.88855493240086	1
1526	WBGene00002187	kgb-1	T07A9.3	Live	protein_coding_gene	-0.076262229670019	6.09654860171975	0.407065667548976	1
1527	WBGene00002188	kgb-2	ZC416.4	Live	protein_coding_gene	-0.230724074593023	2.53852256171231	0.310807335118339	1
1528	WBGene00002189	kin-1	ZK909.2	Live	protein_coding_gene	-0.0490410834699306	8.79271850449941	0.550095803382238	1
1529	WBGene00002190	kin-2	R07E4.6	Live	protein_coding_gene	-0.100924438431808	8.38939480957999	0.333395328368923	1
1530	WBGene00002191	kin-3	B0205.7	Live	protein_coding_gene	0.0501359310373796	8.14982356085109	0.575685792612579	1
1531	WBGene00002192	kin-4	C10C6.1	Live	protein_coding_gene	0.00672519046023661	7.24093854135114	0.936994802200583	1
1532	WBGene00002195	kin-9	F08F1.1	Live	protein_coding_gene	0.00630077328526424	4.2733347491842	0.973404345565146	1
1533	WBGene00002196	kin-10	T01G9.6	Live	protein_coding_gene	0.113343334259621	7.29574957939386	0.209329388698611	1
1534	WBGene00002198	kin-14	F22D6.1	Live	protein_coding_gene	-0.182807250179842	1.35200436912374	0.581165888997959	1
1535	WBGene00002199	kin-15	M176.6	Live	protein_coding_gene	-0.0373476039608017	1.38608798680029	0.888556726547369	1
1536	WBGene00002200	kin-16	M176.7	Live	protein_coding_gene	-0.1500258617946	4.12048401286114	0.400270098055434	1
1537	WBGene00002201	kin-18	T17E9.1	Live	protein_coding_gene	-0.0100673521565734	6.8781782035703	0.917183459271236	1
1538	WBGene00002202	kin-19	C03C10.1	Live	protein_coding_gene	0.0714615010728799	8.69340806898327	0.40020647737562	1
1539	WBGene00002203	kin-20	F46F2.2	Live	protein_coding_gene	0.00950755413260366	7.32113488281017	0.93857830827691	1
1540	WBGene00002205	kin-23	W04G5.6	Live	protein_coding_gene	0.0835586705943753	2.66603805257766	0.667718326838993	1
1541	WBGene00002207	sid-3	B0302.1	Live	protein_coding_gene	-0.0254781101992369	6.01180552770676	0.85305587100019	1
1542	WBGene00002210	kin-29	F58H12.1	Live	protein_coding_gene	0.00418806244375399	6.87166263029895	0.967095210307484	1
1543	WBGene00002211	kin-30	M01B2.1	Live	protein_coding_gene	-0.0457065921194883	1.97928224300168	0.803924866038858	1
1544	WBGene00002213	kin-32	C30F8.4	Live	protein_coding_gene	0.0157151993029805	4.77509204765728	0.88538860462055	1
1545	WBGene00002214	klc-1	M7.2	Live	protein_coding_gene	0.101334108737931	3.89750963409397	0.4873921974646	1
1546	WBGene00002215	klc-2	C18C4.10	Live	protein_coding_gene	0.000573278682908977	7.052745491396	0.994930216419379	1
1547	WBGene00002216	klp-3	T09A5.2	Live	protein_coding_gene	-0.0408040971204425	5.54787555302198	0.684148741490608	1
1548	WBGene00002217	klp-4	F56E3.3	Live	protein_coding_gene	0.0463157334219362	7.69022421446496	0.655698507058557	1
1549	WBGene00002218	klp-6	R144.1	Live	protein_coding_gene	0.137729278941135	1.31295869422698	0.547968936842094	1
1550	WBGene00002219	klp-7	K11D9.1	Live	protein_coding_gene	-0.10915689630389	6.08500197230441	0.333405483760843	1
1551	WBGene00002220	gcc-1	C15C7.2	Live	protein_coding_gene	-0.20650906874186	4.27768820532576	0.113656065301553	1
1552	WBGene00002222	klp-11	F20C5.2	Live	protein_coding_gene	0.0415969700324169	4.30549865661267	0.7875237539566	1
1553	WBGene00002223	klp-12	T01G1.1	Live	protein_coding_gene	0.0168558060175993	7.08395576298882	0.869168985828333	1
1554	WBGene00002224	klp-13	F22F4.3	Live	protein_coding_gene	0.0366652537614604	3.28876388803773	0.817413196733906	1
1555	WBGene00002225	klp-15	M01E11.6	Live	protein_coding_gene	0.0554696514562143	4.50306288539909	0.689003201855508	1
1556	WBGene00002226	klp-16	C41G7.2	Live	protein_coding_gene	0.0539354566438572	5.32891077841348	0.669591805027696	1
1557	WBGene00002227	klp-17	W02B12.7	Live	protein_coding_gene	-0.437098821571839	0.495556627984661	0.156932847133315	1
1558	WBGene00002228	klp-18	C06G3.2	Live	protein_coding_gene	0.154300015477348	4.6673657091945	0.315449697684006	1
1559	WBGene00002229	klp-19	Y43F4B.6	Live	protein_coding_gene	-0.10604021907943	5.56025562582182	0.448672825759369	1
1560	WBGene00002230	klp-20	Y50D7A.6	Live	protein_coding_gene	0.212878288744989	3.29849209704531	0.116082510235996	1
1561	WBGene00002231	knl-1	C02F5.1	Live	protein_coding_gene	-0.154173967892329	5.11516242325871	0.286124540734588	1
1562	WBGene00002232	kpc-1	F11A6.1	Live	protein_coding_gene	-0.0175213569461316	6.78824776706798	0.860525062833224	1
1563	WBGene00002233	kqt-1	C25B8.1	Live	protein_coding_gene	-0.0762962044976925	3.7870475573481	0.604498342265211	1
1564	WBGene00002234	kqt-2	M60.5	Live	protein_coding_gene	0.114223369937998	3.72824134672325	0.431663847544184	1
1565	WBGene00002235	kqt-3	Y54G9A.3	Live	protein_coding_gene	0.00266042181706	3.45326757155181	1	1
1566	WBGene00002238	kars-1	T02G5.9	Live	protein_coding_gene	-0.046048732006426	8.0292935305767	0.729408028596781	1
1567	WBGene00002239	ksr-1	F13B9.5	Live	protein_coding_gene	0.0723163166745415	4.86772366768152	0.479399421163951	1
1568	WBGene00002240	ksr-2	F58D5.4	Live	protein_coding_gene	-0.0655312576615672	3.76626497778922	0.670706247715404	1
1569	WBGene00002241	kup-1	F10C2.2	Live	protein_coding_gene	0.015277065259918	4.31178773825324	0.909837054598282	1
1570	WBGene00002242	kvs-1	C53C9.3	Live	protein_coding_gene	-0.0545913657976574	3.5695761411802	0.752351496348777	1
1571	WBGene00002243	lad-2	Y54G2A.25	Live	protein_coding_gene	-0.16254517054981	4.40943803391004	0.218338009296367	1
1572	WBGene00002244	laf-1	Y71H2AM.19	Live	protein_coding_gene	-0.0275873759624785	6.77805922440214	0.811425846168272	1
1573	WBGene00002245	lag-1	K08B4.1	Live	protein_coding_gene	0.0179738431860509	5.50566999193904	0.866453157549938	1
1574	WBGene00002246	lag-2	Y73C8B.4	Live	protein_coding_gene	0.0652721851857639	2.9646380595403	0.750392497384068	1
1575	WBGene00002247	lam-1	W03F8.5	Live	protein_coding_gene	0.0106132395407281	8.07533765918584	0.926943647673546	1
1576	WBGene00002248	lam-3	T22A3.8	Live	protein_coding_gene	0.23759315500441	3.17452036755894	0.586192775144336	1
1577	WBGene00002249	lap-1	ZK353.6	Live	protein_coding_gene	0.0664057925596199	6.3029740885254	0.472636105166487	1
1578	WBGene00002250	lap-2	W07G4.4	Live	protein_coding_gene	0.0376945524048566	7.86943811317193	0.766440071715228	1
1579	WBGene00002251	lat-1	B0457.1	Live	protein_coding_gene	0.0032890241239543	7.02241133491715	0.972074260862778	1
1580	WBGene00002252	lat-2	B0286.2	Live	protein_coding_gene	0.115050429644693	5.09148553381367	0.450075360981307	1
1581	WBGene00002253	lbp-1	F40F4.3	Live	protein_coding_gene	-0.0254114587343564	5.95856924641103	0.8587814456619	1
1582	WBGene00002254	lbp-2	F40F4.2	Live	protein_coding_gene	-0.157103116675475	6.7984416637664	0.151447887124163	1
1583	WBGene00002255	lbp-3	F40F4.4	Live	protein_coding_gene	-0.00428239537628065	6.36220682959001	0.963728001459044	1
1584	WBGene00002256	lbp-4	ZK742.5	Live	protein_coding_gene	-0.0012607821299558	3.87375478485198	1	1
1585	WBGene00002257	lbp-5	W02D3.7	Live	protein_coding_gene	-0.253478890676329	3.76596482302916	0.076629280723815	1
1586	WBGene00002258	lbp-6	W02D3.5	Live	protein_coding_gene	-0.18147288636484	7.0313654122434	0.0968840830351629	1
1587	WBGene00002259	lbp-7	T22G5.2	Live	protein_coding_gene	0.00103576446555557	4.81468980589656	1	1
1588	WBGene00002260	lbp-8	T22G5.6	Live	protein_coding_gene	-1.22415508861148	-0.494219047459782	0.468699913724258	1
1589	WBGene00002261	ldb-1	F58A3.1	Live	protein_coding_gene	-0.0454604201023751	7.2097960041022	0.600427646036795	1
1590	WBGene00002262	ldh-1	F13D12.2	Live	protein_coding_gene	-0.022214233107151	7.45377534016992	0.805440806383963	1
1591	WBGene00002263	lea-1	K08H10.1	Live	protein_coding_gene	-0.0698771157840602	8.18691365769848	0.604904758041658	1
1592	WBGene00002264	lec-1	W09H1.6	Live	protein_coding_gene	-0.0763992068188017	9.07597208625561	0.454444044968711	1
1593	WBGene00002265	lec-2	F52H3.7	Live	protein_coding_gene	0.0660868601584407	9.80160973367339	0.488719929642566	1
1594	WBGene00002266	lec-3	ZK892.1	Live	protein_coding_gene	-0.128626968474666	6.85610756021882	0.177461216127366	1
1595	WBGene00002267	lec-4	C44F1.3	Live	protein_coding_gene	-0.318306436593759	5.69117904010426	0.0112768259331798	0.727493331662836
1596	WBGene00002268	lec-5	ZK1248.16	Live	protein_coding_gene	-0.0939509802697784	6.71702686382963	0.467559916329341	1
1597	WBGene00002269	lec-6	Y55B1AR.1	Live	protein_coding_gene	0.0205881404575288	7.33578356119191	0.861099783050747	1
1598	WBGene00002270	lec-7	R07B1.2	Live	protein_coding_gene	0.13252491558532	1.71561223664402	0.649494928916242	1
1599	WBGene00002271	lec-8	R07B1.10	Live	protein_coding_gene	0.0859011434015392	5.08524330245171	0.60396887883901	1
1600	WBGene00002272	lec-9	C16H3.2	Live	protein_coding_gene	0.0365848710740586	5.97905361067654	0.767216172319151	1
1601	WBGene00002273	lec-10	W01A11.4	Live	protein_coding_gene	0.0994774348978098	7.5132230566735	0.413664162243582	1
1602	WBGene00002274	lec-11	F38A5.3	Live	protein_coding_gene	-0.0720281897882144	2.6988163718359	0.719395557868389	1
1603	WBGene00002275	lem-2	W01G7.5	Live	protein_coding_gene	-0.0775412160971516	5.46083947728411	0.712021979240418	1
1604	WBGene00002276	lem-3	F42H11.2	Live	protein_coding_gene	-0.0335768376927248	4.19151271020343	0.861327244801294	1
1605	WBGene00002278	lep-2	Y55F3AM.6	Live	protein_coding_gene	0.0552921043271636	4.59936276124285	0.647367043053976	1
1606	WBGene00002280	let-2	F01G12.5	Live	protein_coding_gene	-0.218868580825345	10.1279831794358	0.115224570493556	1
1607	WBGene00002282	let-4	C44H4.2	Live	protein_coding_gene	0.0800414661199085	4.12022633143383	0.875437399883713	1
1608	WBGene00002295	let-19	K08F8.6	Live	protein_coding_gene	-0.0341464938973651	8.94435308653558	0.718770046153739	1
1609	WBGene00002297	ect-2	T19E10.1	Live	protein_coding_gene	-0.2191453098238	3.95678803250588	0.171074134250188	1
1610	WBGene00002299	let-23	ZK1067.1	Live	protein_coding_gene	0.0690177465655628	5.58775306863267	0.461118915192876	1
1611	WBGene00002324	let-49	Y54E5B.3	Live	protein_coding_gene	0.0171850377241409	3.23343197661994	0.913060532953735	1
1612	WBGene00002335	let-60	ZK792.6	Live	protein_coding_gene	-0.0433451009779209	7.4326889889909	0.65560571976449	1
1613	WBGene00002344	let-70	M7.1	Live	protein_coding_gene	0.0440321270748665	9.20580346143923	0.566884492269995	1
1614	WBGene00002348	myo-1	R06C7.10	Live	protein_coding_gene	0.282323640420375	11.3246042273029	0.0750457269237125	1
1615	WBGene00002363	let-92	F38H4.9	Live	protein_coding_gene	-0.0590379036767344	8.44684389828303	0.471734073507521	1
1616	WBGene00002368	let-99	K08E7.3	Live	protein_coding_gene	0.195591589202248	2.79278604004831	0.295201989655654	1
