WB_id	symbol	sequence	live_dead	type	logFC	logCPM	PValue	FDR
1872	WBGene00003412	mrp-6	F20B6.3	Live	protein_coding_gene	-0.522342574077601	4.54039615614833	6.57303637488605e-06	1.29169905270469e-05
1873	WBGene00003413	mrp-7	Y43F8C.12	Live	protein_coding_gene	0.082697997472159	5.69722053667133	0.542051738634146	0.582128449363995
1874	WBGene00003414	mrp-8	Y75B8A.26	Live	protein_coding_gene	0.814079609296481	4.32317025552243	2.78626837803025e-06	5.67645002069902e-06
1875	WBGene00003415	mars-1	F58B3.5	Live	protein_coding_gene	-1.34881359134347	7.51834363122994	6.88154136840929e-53	1.11490311627102e-51
1876	WBGene00003417	mrt-2	Y41C4A.14	Live	protein_coding_gene	-0.133534033447278	2.57302329515864	0.415779478408762	0.457960616631008
1877	WBGene00003418	msh-2	H26D21.2	Live	protein_coding_gene	-0.818030548534165	4.36935150767841	3.05078980252145e-12	9.8452932743831e-12
1878	WBGene00003421	msh-5	F09E8.3	Live	protein_coding_gene	0.0693583772677859	3.25986298098086	0.709230033788529	0.740781253202984
1879	WBGene00003422	msh-6	Y47G6A.11	Live	protein_coding_gene	-0.640158067318924	4.70185467535034	2.72581926649245e-06	5.56034518369249e-06
1880	WBGene00003423	msi-1	R10E9.1	Live	protein_coding_gene	0.920311569437255	6.86709707364867	9.25791038439546e-17	3.88490455685062e-16
1881	WBGene00003471	mtd-1	ZK337.5	Live	protein_coding_gene	0.588662919994859	3.09613720212617	0.000546211847373105	0.000889768662201729
1882	WBGene00003472	mtk-1	B0414.7	Live	protein_coding_gene	-0.179662220007307	6.98055923361579	0.100870300867266	0.123835457656522
1883	WBGene00003473	mtl-1	K11G9.6	Live	protein_coding_gene	3.47811128644806	4.87538808151818	5.38953867951624e-66	1.22134450898784e-64
1884	WBGene00003474	mtl-2	T08G5.10	Live	protein_coding_gene	-2.35722181955996	2.50572302793352	6.64254039404775e-14	2.36829632869186e-13
1885	WBGene00003475	mtm-1	Y110A7A.5	Live	protein_coding_gene	-0.230924814594814	4.59272773001427	0.0473223413082559	0.0609213997498284
1886	WBGene00003476	mtm-3	T24A11.1	Live	protein_coding_gene	0.742700445850414	8.31103094346894	1.70765003131675e-14	6.30009370131854e-14
1887	WBGene00003477	mtm-5	H28G03.6	Live	protein_coding_gene	-0.161429984708671	5.58754630435107	0.0896233549920713	0.110874917049043
1888	WBGene00003478	mtm-6	F53A2.8	Live	protein_coding_gene	0.464318919823966	6.04677577980285	1.19187591746019e-06	2.51473878754639e-06
1889	WBGene00003479	mtm-9	Y39H10A.3	Live	protein_coding_gene	-0.351863291964132	4.68947115054643	0.0016033610066411	0.00247823616847764
1890	WBGene00003480	klf-3	F54H5.4	Live	protein_coding_gene	0.621829920939284	4.15553933316522	3.27843822785447e-06	6.64409117013325e-06
1891	WBGene00003482	mua-3	K08E5.3	Live	protein_coding_gene	-3.30363591351984	8.0223659120926	3.48468687562588e-83	1.21429891563781e-81
1892	WBGene00003485	mua-6	W10G6.3	Live	protein_coding_gene	-1.52613394465863	6.24792274070017	5.6387422632012e-15	2.13589174011023e-14
1893	WBGene00003495	mup-2	T22E5.5	Live	protein_coding_gene	-0.255136670743917	9.22606208026879	0.0233010099740092	0.0312254828195162
1894	WBGene00003497	mup-4	K07D8.1	Live	protein_coding_gene	-0.682922307643867	8.72962472390248	0.000104494687461746	0.000183660661593639
1895	WBGene00003499	mut-2	K04F10.6	Live	protein_coding_gene	-0.49291109361526	1.74810469171731	0.0155041891099191	0.0212346749959129
1896	WBGene00003504	mut-7	ZK1098.8	Live	protein_coding_gene	-0.622416228947607	4.48652500377197	8.21454057444646e-06	1.59892158340884e-05
1897	WBGene00003507	mut-14	C14C11.6	Live	protein_coding_gene	-0.111477036663452	3.12481069008673	0.540044729683694	0.580234104915969
1898	WBGene00003508	mut-16	B0379.3	Live	protein_coding_gene	-0.167358642860303	5.10885774277443	0.128492451128928	0.155113695639625
1899	WBGene00003509	mxl-1	T19B10.11	Live	protein_coding_gene	0.220292592917102	3.11722890844174	0.168933603487326	0.199625995804083
1900	WBGene00003510	mxl-2	F40G9.11	Live	protein_coding_gene	0.352893180135896	4.17634053254534	0.00422512508744844	0.00620129550137697
1901	WBGene00003511	mxl-3	F46G10.6	Live	protein_coding_gene	0.398153761747783	7.97054240352396	0.0153804978285427	0.0210733272649371
1902	WBGene00003514	myo-2	T18D3.4	Live	protein_coding_gene	2.01889838734524	11.6207743796194	2.77324298074615e-36	2.67824585099436e-35
1903	WBGene00003515	myo-3	K12F2.1	Live	protein_coding_gene	1.1394451574255	9.35941940942594	2.79801734039459e-08	6.76912235627219e-08
1904	WBGene00003516	nab-1	C43E11.6	Live	protein_coding_gene	-0.50587724218465	5.84740080164949	5.82059220812907e-08	1.37109410534251e-07
1905	WBGene00003517	nac-1	F31F6.6	Live	protein_coding_gene	1.71374534197887	5.02309810809791	2.04025842104691e-29	1.53388877198078e-28
1906	WBGene00003518	nac-2	R107.1	Live	protein_coding_gene	0.666875512462934	4.82034778310819	1.05909867336711e-05	2.04205858911735e-05
1907	WBGene00003519	nac-3	K08E5.2	Live	protein_coding_gene	0.187131798642694	6.69190386788616	0.193961987584768	0.226954541355314
1908	WBGene00003520	nas-1	F45G2.1	Live	protein_coding_gene	-1.5682333453037	0.109726143878875	0.00777407211850542	0.0110522395157072
1909	WBGene00003522	nas-3	K06A4.1	Live	protein_coding_gene	-6.73987849771262	3.28515852216603	2.00753435150201e-67	4.70571309037836e-66
1910	WBGene00003523	nas-4	C05D11.6	Live	protein_coding_gene	-5.99508063853965	4.20513416002169	2.40948096112824e-80	7.8073724717825e-79
1911	WBGene00003524	nas-5	T23H4.3	Live	protein_coding_gene	1.04932042623865	1.62503778233627	0.000413561153809383	0.000683478288121161
1912	WBGene00003525	nas-6	4R79.1	Live	protein_coding_gene	-2.81210164293043	3.32758141830788	6.34166093591793e-39	6.77295062820407e-38
1913	WBGene00003526	nas-7	C07D10.4	Live	protein_coding_gene	-1.98450204138972	3.31043533901111	2.12617945244074e-22	1.1757197728902e-21
1914	WBGene00003527	nas-8	C34D4.9	Live	protein_coding_gene	-2.84039599593771	2.59818242717805	1.44878943953914e-20	7.37631082583702e-20
1915	WBGene00003528	nas-9	C37H5.9	Live	protein_coding_gene	3.71380780371127	4.64874494302952	3.88890673932657e-81	1.28928060927396e-79
1916	WBGene00003529	nas-10	K09C8.3	Live	protein_coding_gene	1.86161711877949	0.162022906691404	2.34131272528604e-05	4.37130502562204e-05
1917	WBGene00003530	nas-11	K11G12.1	Live	protein_coding_gene	-0.659106653139798	4.33543761122929	1.73200324008385e-05	3.26821480954952e-05
1918	WBGene00003531	nas-12	C24F3.3	Live	protein_coding_gene	-4.95164717810755	1.46436367666563	1.26161438791039e-19	6.14377465612126e-19
1919	WBGene00003532	nas-13	F39D8.4	Live	protein_coding_gene	-3.07442509722447	2.17769147943067	4.02815919083868e-40	4.44462988684065e-39
1920	WBGene00003533	nas-14	F09E8.6	Live	protein_coding_gene	-4.60187796769151	4.68839018751275	4.18229940480673e-09	1.07887053450364e-08
1921	WBGene00003534	nas-15	T04G9.2	Live	protein_coding_gene	-7.73803352381331	6.47413064478542	1.77644627246542e-18	8.20453515454685e-18
1922	WBGene00003542	nas-23	R10H1.5	Live	protein_coding_gene	-5.65272277789146	2.38220280059072	6.44717699064444e-40	7.05936306269187e-39
1923	WBGene00003544	nas-25	F46C5.3	Live	protein_coding_gene	2.37969621238038	2.88507265352284	1.05448654161608e-32	8.87851631336011e-32
1924	WBGene00003546	nas-28	F42A10.8	Live	protein_coding_gene	-0.0486078644661528	1.49041818756296	0.909071485585475	0.922141923404998
1925	WBGene00003547	nas-29	F58A6.4	Live	protein_coding_gene	-3.9392899561039	2.3640060395791	9.15060272838536e-73	2.44050153214032e-71
1926	WBGene00003548	nas-30	Y95B8A.1	Live	protein_coding_gene	-1.81317328027989	2.41775129202361	3.48836385360266e-06	7.05256170402276e-06
1927	WBGene00003549	nas-31	F58B4.1	Live	protein_coding_gene	0.990605062825814	4.48472339864778	4.20006347252942e-19	1.99513462864233e-18
1928	WBGene00003550	nas-32	T02B11.7	Live	protein_coding_gene	1.24186327383646	3.38847708594477	3.03352380669429e-12	9.79398736687908e-12
1929	WBGene00003551	nas-33	K04E7.3	Live	protein_coding_gene	0.796219014515233	0.9179959701104	0.0139617804100393	0.0192362307871652
1930	WBGene00003552	nas-36	C26C6.3	Live	protein_coding_gene	-3.86901435618171	2.62597609739002	2.33812974967962e-50	3.49913210814122e-49
1931	WBGene00003553	nas-37	C17G1.6	Live	protein_coding_gene	-7.59109414490173	4.0634529134026	6.39015183448783e-106	3.7052532216006e-104
1932	WBGene00003554	nas-38	F57C12.1	Live	protein_coding_gene	-4.17727757918046	2.44344476491407	2.29691889222254e-15	8.88853617249693e-15
1933	WBGene00003555	nas-39	F38E9.2	Live	protein_coding_gene	0.205485018080014	2.8835152272775	0.240013658303227	0.275947307876601
1934	WBGene00003558	nca-2	C27F2.2	Live	protein_coding_gene	1.03641938020171	5.91131040995763	7.23471788129839e-22	3.90707501870119e-21
1935	WBGene00003559	ncl-1	ZK112.2	Live	protein_coding_gene	0.137447510757588	7.28651835045074	0.465298937605452	0.507347650124499
1936	WBGene00003561	ncr-1	F02E8.6	Live	protein_coding_gene	0.811484748414116	6.47868720694749	1.00983534088929e-14	3.77029764134942e-14
1937	WBGene00003562	ncr-2	F09G8.4	Live	protein_coding_gene	3.47043529008087	2.29444788046684	9.56760161462964e-28	6.71701913356499e-27
1938	WBGene00003563	ncs-1	C44C1.3	Live	protein_coding_gene	1.11679392114556	0.713332644182166	0.00141046362939671	0.00219286366697999
1939	WBGene00003564	ncs-2	F10G8.5	Live	protein_coding_gene	0.319248321728099	9.45580655190669	0.000479763029341839	0.000786894881611752
1940	WBGene00003565	ncs-3	K03E6.3	Live	protein_coding_gene	0.223966477037685	2.55560578182937	0.199733655991189	0.233250605112999
1941	WBGene00003566	ncx-1	Y113G7A.4	Live	protein_coding_gene	0.847302636663715	5.43242059040609	2.54369970807748e-11	7.68259536463216e-11
1942	WBGene00003567	ncx-2	C10G8.5	Live	protein_coding_gene	1.38368842306634	9.78367144799243	1.29587867703439e-30	1.01142094890935e-29
1943	WBGene00003568	ncx-3	ZC168.1	Live	protein_coding_gene	1.76843346913256	6.95283535202797	1.20890577871434e-70	3.03753483556962e-69
1944	WBGene00003569	ncx-4	F35C12.2	Live	protein_coding_gene	1.67326068077763	5.49460474439713	1.47594697268181e-28	1.06868111945141e-27
1945	WBGene00003570	ncx-5	Y32F6B.2	Live	protein_coding_gene	0.484274623316064	2.70397014655249	0.0287880860756581	0.0381479430769408
1946	WBGene00003571	ncx-6	C07A9.4	Live	protein_coding_gene	0.22892185781417	2.38659263372273	0.404978133942321	0.446848754570256
1947	WBGene00003572	ncx-7	C07A9.11	Live	protein_coding_gene	-0.527535343104628	4.51270175266917	0.00773055256959111	0.010993642528218
1948	WBGene00003573	ncx-8	C13D9.7	Live	protein_coding_gene	-0.754780133942792	3.33736005744434	0.0115468145745612	0.0160772449200609
1949	WBGene00003574	ncx-9	C13D9.8	Live	protein_coding_gene	2.12256664617761	0.618832809467625	1.71605873414852e-06	3.57021981267796e-06
1950	WBGene00003575	ncx-10	Y97E10B.7	Live	protein_coding_gene	3.73806629715875	2.62892890280839	1.36105117902878e-37	1.37759540537457e-36
1951	WBGene00003576	ndc-80	W01B6.9	Live	protein_coding_gene	-0.935647225142935	4.63984307408554	3.20733722579014e-12	1.03318676895561e-11
1952	WBGene00003577	ndg-4	F56F3.2	Live	protein_coding_gene	-0.911760204779839	3.33426977764195	3.72703323551962e-09	9.64208273105348e-09
1953	WBGene00003578	ndx-1	T26E3.2	Live	protein_coding_gene	-0.403939776776647	4.15542439754144	0.00421389205950502	0.0061860764735784
1954	WBGene00003579	ndx-2	W02G9.1	Live	protein_coding_gene	-0.109286585290577	2.61118069899228	0.569328638843962	0.608093427214798
1955	WBGene00003580	ndx-3	Y38A8.1	Live	protein_coding_gene	-1.26749401648934	4.03706194834873	9.48597779295831e-24	5.57481222612839e-23
1956	WBGene00003581	ndx-4	Y37H9A.6	Live	protein_coding_gene	-0.759573964907961	3.46783962361185	3.89361303719698e-08	9.31112471510021e-08
1957	WBGene00003582	dcap-2	F52G2.1	Live	protein_coding_gene	0.654982419019237	5.94092004322372	4.19950124707886e-13	1.4337367547238e-12
1958	WBGene00003583	ndx-6	EEED8.8	Live	protein_coding_gene	0.0289435770727307	3.62569084548049	0.868814417190797	0.885760256478259
1959	WBGene00003584	ndx-7	C43E11.7	Live	protein_coding_gene	-0.364247475028345	3.6638662199009	0.00273478276233819	0.00410690560157362
1960	WBGene00003585	ndx-8	Y87G2A.14	Live	protein_coding_gene	0.051765256170788	1.05199948320729	0.856849326426808	0.875119165163285
1961	WBGene00003586	ndx-9	F13H10.2	Live	protein_coding_gene	-1.0741777193317	3.90170078443381	3.34240286742281e-16	1.35531975841533e-15
1962	WBGene00003587	ned-8	F45H11.2	Live	protein_coding_gene	-1.07568265120485	5.2772759859457	6.21699900611526e-26	4.03625837559305e-25
1963	WBGene00003588	nex-1	ZC155.1	Live	protein_coding_gene	0.824114002715857	7.72037032562802	2.10940980327577e-07	4.73526131700871e-07
1964	WBGene00003589	nex-2	T07C4.9	Live	protein_coding_gene	0.847476251169028	6.84463880688852	1.43262873489751e-05	2.72448662079433e-05
1965	WBGene00003590	nex-3	C28A5.3	Live	protein_coding_gene	-0.202441368332993	2.62888936271215	0.534547430178686	0.574888360367886
1966	WBGene00003591	nex-4	C37H5.1	Live	protein_coding_gene	1.31100705288149	4.48017936385533	3.18717725266442e-23	1.83173164577286e-22
1967	WBGene00003592	nfi-1	ZK1290.4	Live	protein_coding_gene	-0.0172240518444698	5.69956096257256	0.859161928215471	0.877322056249067
1968	WBGene00003593	nfm-1	F42A10.2	Live	protein_coding_gene	0.532984747428361	5.43146020171435	1.31598728207633e-07	3.01175612877871e-07
1969	WBGene00003594	nft-1	Y56A3A.13	Live	protein_coding_gene	-0.824976740858936	4.33877378628165	7.37048607860985e-11	2.15253062026612e-10
1970	WBGene00003596	ngp-1	T19A6.2	Live	protein_coding_gene	1.09980595518215	8.70092578080835	2.63939459993387e-30	2.04001130384527e-29
1971	WBGene00003597	nhl-1	F54G8.4	Live	protein_coding_gene	-0.420079370018658	6.29592038716527	0.000352267124483046	0.000586579439233366
1972	WBGene00003598	nhl-2	F26F4.7	Live	protein_coding_gene	0.55964919049024	8.58184007897095	6.4422760008897e-07	1.39122854168791e-06
1973	WBGene00003599	nhl-3	W04H10.3	Live	protein_coding_gene	1.29762849226892	5.83089770090573	1.39145456659039e-36	1.35567430630663e-35
1974	WBGene00003600	nhr-1	R09G11.2	Live	protein_coding_gene	1.09360715511927	7.49144169790523	1.23621995629313e-26	8.25799543564839e-26
1975	WBGene00003601	nhr-2	C32F10.6	Live	protein_coding_gene	1.11381238989424	0.452379955303122	0.0714497509297754	0.0895513549327245
1976	WBGene00003602	nhr-3	H01A20.1	Live	protein_coding_gene	1.15028110075673	5.99113833429667	8.10700288662449e-24	4.78600557882259e-23
1977	WBGene00003603	nhr-4	F32B6.1	Live	protein_coding_gene	1.16229713829778	5.58806351851687	1.14870066339746e-26	7.68770602858803e-26
1978	WBGene00003604	nhr-5	Y73F8A.21	Live	protein_coding_gene	1.44483766385755	4.3754676531228	1.11535820025568e-24	6.8178233649432e-24
1979	WBGene00003605	nhr-6	C48D5.1	Live	protein_coding_gene	1.35369531281311	5.15135466445121	1.03215199843912e-11	3.2087000046983e-11
1980	WBGene00003606	nhr-7	F54D1.4	Live	protein_coding_gene	2.37333137289686	5.71324732462724	1.16018934362211e-59	2.24240644795626e-58
1981	WBGene00003607	nhr-8	F33D4.1	Live	protein_coding_gene	0.353964547894559	5.18434519881825	0.00415780207098065	0.00611062506522164
1982	WBGene00003608	nhr-9	ZK418.1	Live	protein_coding_gene	3.98514435586797	0.363221275612878	4.90433951619078e-15	1.86362299153315e-14
1983	WBGene00003609	nhr-10	B0280.8	Live	protein_coding_gene	0.826117464717296	5.70791824346495	2.67985820664223e-12	8.69133361311823e-12
1984	WBGene00003610	nhr-11	ZC410.1	Live	protein_coding_gene	0.0723454972397504	2.8663202702992	0.775789950497455	0.802576110302265
1985	WBGene00003611	nhr-12	R04B5.4	Live	protein_coding_gene	-1.5109177643571	2.83002531224413	1.64987344774946e-14	6.09321493519025e-14
1986	WBGene00003612	nhr-13	Y5H2B.2	Live	protein_coding_gene	0.325267303930295	2.80052048996985	0.0462938159605076	0.0596777706738425
1987	WBGene00003613	nhr-14	T01B10.4	Live	protein_coding_gene	1.13558994008264	5.97006337271031	6.42432803769979e-14	2.29392236738809e-13
1988	WBGene00003614	nhr-15	F33E11.1	Live	protein_coding_gene	0.685357490605087	3.99859192836276	7.30157826675553e-06	1.42762053155594e-05
1989	WBGene00003615	nhr-16	T12C9.6	Live	protein_coding_gene	0.473071730001898	2.68033658596379	0.0113789683210473	0.0158546146798364
1990	WBGene00003616	nhr-17	C02B4.2	Live	protein_coding_gene	0.0258577822517931	4.23186483953514	0.864598069403869	0.882152422170136
1991	WBGene00003617	nhr-18	F44C8.3	Live	protein_coding_gene	2.10908151845617	4.75243658691426	8.74554144349814e-49	1.25003637279222e-47
1992	WBGene00003618	nhr-19	E02H1.7	Live	protein_coding_gene	0.827334659223993	6.08723313534117	3.87317555429468e-10	1.07649175797804e-09
1993	WBGene00003619	nhr-20	F43C1.4	Live	protein_coding_gene	1.17009441184542	4.94731786124101	1.73869070025995e-28	1.25638386524334e-27
1994	WBGene00003620	nhr-21	F21D12.1	Live	protein_coding_gene	2.50530856409393	7.11865023145478	9.28899901682076e-66	2.08195686884048e-64
1995	WBGene00003621	nhr-22	K06A1.4	Live	protein_coding_gene	0.422428099205673	4.24118494556861	0.00227465600552241	0.0034457750506495
1996	WBGene00003622	nhr-23	C01H6.5	Live	protein_coding_gene	-2.15857105476613	4.5960766370468	7.99758893633763e-22	4.31093220723476e-21
1997	WBGene00003623	nhr-25	F11C1.6	Live	protein_coding_gene	-0.388441728852441	5.72342519731659	0.00583011077823966	0.00841043982332276
1998	WBGene00003624	nhr-28	C11G6.4	Live	protein_coding_gene	0.94862611657851	4.46618871965971	1.05864316669644e-11	3.28891267536364e-11
1999	WBGene00003625	nhr-31	C26B2.3	Live	protein_coding_gene	0.0312058313788442	7.12071083610395	0.737872146326699	0.767117078955501
2000	WBGene00003626	nhr-32	K08H2.8	Live	protein_coding_gene	0.616875744408547	4.86488975251522	5.05174764044638e-07	1.10157018432511e-06
2001	WBGene00003627	nhr-34	F58G6.5	Live	protein_coding_gene	0.721486019567191	5.90977238916181	2.19665994820692e-16	9.01173919186729e-16
2002	WBGene00003628	nhr-35	C07A12.3	Live	protein_coding_gene	0.986921231406193	5.04333428589809	4.80351692140251e-18	2.162715163418e-17
2003	WBGene00003630	nhr-40	T03G6.2	Live	protein_coding_gene	0.732049772228711	5.7253076718013	5.66362141635791e-08	1.33609596318692e-07
2004	WBGene00003632	nhr-42	C33G8.6	Live	protein_coding_gene	0.870289266094505	4.91119732198017	9.71797787933659e-15	3.63206887233451e-14
2005	WBGene00003633	nhr-43	C29E6.5	Live	protein_coding_gene	-0.197470107254759	4.11302495993276	0.193755809161911	0.226731816228196
2006	WBGene00003634	nhr-44	T19A5.4	Live	protein_coding_gene	1.26547380195408	3.8480887948647	1.08204174682604e-14	4.03252716576699e-14
2007	WBGene00003635	nhr-45	F16H11.5	Live	protein_coding_gene	0.523593270918584	6.02668099340473	2.5791235574168e-08	6.25859159426015e-08
2008	WBGene00003636	nhr-46	C45E5.6	Live	protein_coding_gene	0.642154197550811	7.25379075494467	6.06642335083681e-09	1.54459227076773e-08
2009	WBGene00003637	nhr-47	C24G6.4	Live	protein_coding_gene	0.521041791300667	4.77062622825524	2.04155005234958e-05	3.8311163325145e-05
2010	WBGene00003638	nhr-48	ZK662.3	Live	protein_coding_gene	0.432703438804191	6.01774713387045	0.000118470622445724	0.000206742567889321
2011	WBGene00003639	nhr-49	K10C3.6	Live	protein_coding_gene	0.407131246434758	7.59830262186637	1.26504676255035e-06	2.66128080688104e-06
2012	WBGene00003640	nhr-50	C06C6.5	Live	protein_coding_gene	0.962124051883725	4.12272355485284	1.02638043871654e-09	2.75483895114286e-09
2013	WBGene00003641	nhr-51	K06B4.1	Live	protein_coding_gene	1.45811220462783	1.13803875911711	1.19003094998502e-07	2.73529501936855e-07
2014	WBGene00003642	nhr-52	K06B4.2	Live	protein_coding_gene	0.225824078653219	0.703492070407784	0.559177070747072	0.598366258759681
2015	WBGene00003643	nhr-53	K06B4.11	Live	protein_coding_gene	0.0615218872248568	2.83594989176394	0.733596631068423	0.763281580106208
2016	WBGene00003644	nhr-54	F36D3.2	Live	protein_coding_gene	1.28149121490215	3.15333720330072	6.80543616988873e-14	2.42396062733515e-13
2017	WBGene00003645	nhr-55	T01G6.7	Live	protein_coding_gene	0.811067756659852	3.29809606850058	4.08618366325396e-06	8.19870025569112e-06
2018	WBGene00003646	nhr-56	F44C8.6	Live	protein_coding_gene	1.11917165783954	3.96361866797772	1.70218096677348e-16	7.03771241516448e-16
2019	WBGene00003647	nhr-57	T05B4.2	Live	protein_coding_gene	0.189308027459776	3.15599568402242	0.309309538384868	0.34900847669691
2020	WBGene00003648	nhr-58	R11G11.2	Live	protein_coding_gene	1.22037159584165	3.85124350762969	5.3843353792087e-13	1.82909040087825e-12
2021	WBGene00003649	nhr-59	T27B7.1	Live	protein_coding_gene	1.74025630210226	3.78144904256555	4.13738165390882e-27	2.81900951699724e-26
2022	WBGene00003650	nhr-60	F57A10.5	Live	protein_coding_gene	0.296764564980424	1.45171858710577	0.359357888609227	0.400772751959302
2023	WBGene00003651	nhr-61	W01D2.2	Live	protein_coding_gene	0.622786587929211	4.51587449013273	1.60236580031992e-07	3.6392456378341e-07
2024	WBGene00003652	nhr-62	Y67A6A.2	Live	protein_coding_gene	-0.22837146085938	3.73355772822224	0.16317767091036	0.193254825335167
2025	WBGene00003653	nhr-63	C06C6.4	Live	protein_coding_gene	1.1141780045413	2.71000495128621	1.01848020144559e-06	2.16098865853389e-06
2026	WBGene00003654	nhr-64	C45E1.1	Live	protein_coding_gene	0.747773207934821	3.15133494856777	3.04136245401329e-05	5.61898775366078e-05
2027	WBGene00003655	nhr-65	Y17D7A.3	Live	protein_coding_gene	0.66563414494522	2.58885931113196	0.000515502530204445	0.000842330546216549
2028	WBGene00003656	nhr-66	T09A12.4	Live	protein_coding_gene	0.364613843893687	6.31916806442316	0.00191262886590359	0.00292938408913178
2029	WBGene00003657	nhr-67	C08F8.8	Live	protein_coding_gene	0.412268096063417	2.82565963920872	0.03901183504643	0.0507980272329276
2030	WBGene00003658	nhr-68	H12C20.3	Live	protein_coding_gene	-1.21087190207893	5.63229942686309	1.90318799467195e-16	7.83936107555122e-16
2031	WBGene00003659	nhr-69	T23H4.2	Live	protein_coding_gene	0.668312640258525	4.56174505120429	1.49730986506142e-09	3.98596131736239e-09
2032	WBGene00003660	nhr-70	Y51A2D.17	Live	protein_coding_gene	0.722643421654429	3.99453781849941	1.78162802920103e-07	4.02785740082353e-07
2033	WBGene00003661	nhr-71	K11E4.5	Live	protein_coding_gene	0.944097824800278	5.71738084865849	7.77166935955271e-18	3.46207927115129e-17
2034	WBGene00003663	nhr-73	C27C7.4	Live	protein_coding_gene	-6.34624943785424	1.89391267759145	1.05251521142276e-46	1.42208706207517e-45
2035	WBGene00003664	nhr-74	C27C7.3	Live	protein_coding_gene	-7.94492945453136	0.545238711132901	3.22157388284822e-36	3.0924518197153e-35
2036	WBGene00003668	nhr-78	F36A4.14	Live	protein_coding_gene	0.479383755153072	2.80339124154381	0.0143257454302575	0.0197244112720772
2037	WBGene00003669	nhr-79	T26H2.9	Live	protein_coding_gene	-0.0660868006656505	3.12562674624379	0.69823492398027	0.730893151581274
2038	WBGene00003670	nhr-80	H10E21.3	Live	protein_coding_gene	0.527455609902827	4.22842720122694	5.04215180055677e-05	9.12595704379806e-05
2039	WBGene00003674	nhr-84	T06C12.7	Live	protein_coding_gene	1.32104683557319	4.24394892255603	3.24648175889132e-20	1.61725606089883e-19
2040	WBGene00003675	nhr-85	W05B5.3	Live	protein_coding_gene	-0.0969919975934748	3.36571221745858	0.649864383955519	0.685523879134635
2041	WBGene00003676	nhr-86	Y40B10A.8	Live	protein_coding_gene	-0.514585380102953	3.09443531545532	0.000421964716445505	0.000696562778807345
2042	WBGene00003677	nhr-87	Y41D4B.7	Live	protein_coding_gene	1.31529493775738	4.7856486961772	2.32143109576591e-29	1.74253334138152e-28
2043	WBGene00003678	nhr-88	K08A2.5	Live	protein_coding_gene	1.52506460615059	7.09910713273605	2.15445588335869e-45	2.80510156013301e-44
2044	WBGene00003680	nhr-90	ZK488.2	Live	protein_coding_gene	1.74728001488763	4.63730326842737	4.18107920633068e-35	3.85089494489183e-34
2045	WBGene00003681	nhr-91	Y15E3A.1	Live	protein_coding_gene	-1.60726395731405	4.27179999586536	1.52754343477041e-20	7.76347660496163e-20
2046	WBGene00003682	nhr-92	Y41D4B.8	Live	protein_coding_gene	0.0670185159973248	2.25482065498912	0.740003896368569	0.769054190827272
2047	WBGene00003683	nhr-93	T24A6.9	Live	protein_coding_gene	0.904199518937934	1.72566274210617	0.000378422702114386	0.000628087836328918
2048	WBGene00003684	nhr-94	C12D5.8	Live	protein_coding_gene	1.03066997837213	2.94679099770659	3.29082595944633e-10	9.19274612662187e-10
2049	WBGene00003685	nhr-95	Y39B6A.17	Live	protein_coding_gene	0.607537459105038	4.01451523234322	1.92432252056128e-07	4.33608356505328e-07
2050	WBGene00003686	nhr-96	F44C8.11	Live	protein_coding_gene	1.37425451629802	4.17257639937114	1.33051901131364e-24	8.11571264055959e-24
2051	WBGene00003687	nhr-97	H27C11.1	Live	protein_coding_gene	-0.025781147883654	7.92051921219883	0.813332131553719	0.83591982691872
2052	WBGene00003688	nhr-98	M02H5.6	Live	protein_coding_gene	-0.126487476677639	3.19312211529912	0.394485505487024	0.436414445356493
2053	WBGene00003689	nhr-99	M02H5.1	Live	protein_coding_gene	1.1388876861396	3.22593044574078	1.64351713352388e-12	5.39625226646699e-12
2054	WBGene00003690	nhr-100	C28D4.1	Live	protein_coding_gene	0.693342063432461	5.65231151556195	1.26683527473005e-09	3.38500276206788e-09
2055	WBGene00003691	nhr-101	H12C20.6	Live	protein_coding_gene	0.588407091178954	1.78214458376774	0.00532512244319914	0.00771536708462298
2056	WBGene00003692	nhr-102	T06C12.6	Live	protein_coding_gene	1.53811074051253	3.39272249913937	4.95938558123206e-26	3.23444081486364e-25
2057	WBGene00003693	nhr-103	F44C8.4	Live	protein_coding_gene	1.33805749483407	3.92241368735955	7.17502529467153e-26	4.64350258790265e-25
2058	WBGene00003694	nhr-104	R11E3.5	Live	protein_coding_gene	-0.169095972843063	3.02909167175338	0.273082301154089	0.311070127823817
2059	WBGene00003695	nhr-105	C06G3.1	Live	protein_coding_gene	0.158672986775507	4.52767012219988	0.164823509830616	0.195058858684026
2060	WBGene00003696	nhr-106	T01G6.4	Live	protein_coding_gene	1.17630231383335	2.49209459987884	6.17823016098416e-09	1.57222125738477e-08
2061	WBGene00003697	nhr-107	C33G8.11	Live	protein_coding_gene	0.92247258631249	4.41645932739922	1.85983422751094e-11	5.67943407386175e-11
2062	WBGene00003698	nhr-108	F35E8.12	Live	protein_coding_gene	0.442612652272232	1.63192825503083	0.090467395186443	0.111840658943482
2063	WBGene00003699	nhr-109	T12C9.5	Live	protein_coding_gene	0.433567792510847	3.83967565476707	0.00141821726925199	0.00220443973629552
